accessno,acqvalue,appnotes,appraisor,authorx,callno,caption,catby,catdate,classes,collection,conddate,condexam,condition,condnotes,controlno,copyno,creator,credit,curvalmax,curvalue,dataset,date,descrip,dispvalue,earlydate,edition,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,flagdate,flagnotes,flagreason,gparent,homeloc,imagefile,imageno,inscomp,insdate,insphone,inspremium,insrep,insvalue,invnby,invndate,isbn,issn,language,latdeg,latedate,lccn,legal,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,notes,objectid,objname,objname2,objname3,objnames,oldno,otherno,parent,people,physdesc,policyno,provenance,publisher,pubnotes,pubplace,recas,recdate,recfrom,relnotes,series,seriesx,site,siteno,sitesadded,spinelbl,status,statusby,statusdate,sterms,subjects,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,titlex,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights,ppid
E-310,0,,,,E-310,A Place beyon the Winds,,2024-01-26,,,,,,,,0,Harriet Comstock,,0,0,,1914,,,0,,,0,,,,,,,,,,,065\E310.JPG                                                ,1,,,,,,0,,,,,english,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-310,book,,,,,,,,"Green cover with a cabin and woods scene on the top[ and the title in yellow on the bottom. The spine is very loose from the book

",,,"Grosset & Dunlap-- Doubleday, Page and Co",,New York,,,,,,,,,,,,,,,,,,,,,,,The Place Beyond the Winds,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T10:32:49,Unknown,,false,,9A41F589-CFD8-467F-93D7-128756357395
E-302,0,,,,E-302,Fresh Waters,muecke,2024-01-26,,,,,,,,0,Richard Wasburn Child,,0,0,,1924,"

",,0,,,0,,,,,,,,,,,065\E302-1.JPG                                              ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-302,book,,,,,,,,This is a red covered book with gold writing for the title/,,,E.P. Dutton & co,,,,,,,,,,,,,,,,,,,,,,,,,Fresh Waters and other Stories,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T10:37:07,Unknown,,false,,042B5211-08BC-488D-9FFC-913404940285
E-300,0,,,,E-300,Frank on a Gunboat,,2024-01-26,,,,,,,,0,Harry Castlemon,,0,0,,,Boys adventure book series,,0,,,0,,,,,,,,,,,065\E300.JPG                                                ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-300,book,,,,,,,,A very colorful colred book cover with boys in sailor gear and hunting gear with a scenic tepee background in the circle. The cover is torn from the spine but still attached to the book,,,John winston C0,,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,"Frank on a Gunboat

The Gunboat series",Volume 4 of a 6 part series,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T10:44:47,Unknown,,false,,7241348B-ADE3-4BD3-9FA3-764864387563
E-299,0,,,,E-299,Frank in the Mountains,muecke,2024-01-26,,,,,,,,0,Harry Castleman,,0,0,,,Boys adventure series,,0,,,0,,,,,,,,,,,065\E299.JPG                                                ,1,,,,,,0,,,,,english,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-299,book,,,,,,,,"This is a very colorful picture on the cover in yellow with a man cooking over a fire and a canoe in the background p[icture
",,,Winston Co,,,,,,,,,,,,,,,,,,,,,,,,,Frank in the Mountains,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T10:48:37,Unknown,,false,,65BB540C-BF7A-48C0-BD1C-963620539340
,0,,,"



",E-282,The Khaki Boys,muecke,2024-01-26,,,,,,,,0,Capt. Gordon Bates,,0,0,,1918,,,0,,,0,,,,,,,,,,,065\E282.JPG                                                ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-282,book,,,,,,,,This is a yellowed book with a soldier  outside with a plane and barracks on the top half of the book and the Title in large brown letters,,,Cupples and Leon Co,,,,,,,,,,,,,,,,,,,,,,,,,The Khaki Boys at the Front,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T15:17:44,Unknown,,false,,8FC78B8F-1C38-41E6-AFE7-248450267948
E-286,0,,,Illustrations by Bart Haley,E-286,Blitzen the conjurer,,2024-01-26,,,,,,,,0,Frank Bicknell,,0,0,,1906 copywright,,,0,,,0,,,,,,,,,,,065\E286.JPG                                                ,1,,,,,,0,,,,,enbglish,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-286,book,,,,,,,,Tan book with a magician and a table on the cover with an orange lettering and orange drape behind the man.,,,Henry Altemus Co,,Philadelphia,,,,,,,,,,,,,,,magic,,,,,,,,Blitzen the Conjurer,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T10:56:57,Unknown,,false,,C4E900E3-31EC-42BE-A4D5-504852535947
E-285,0,,,"



",E-285,Trouble on Old Smoky,,2024-01-26,,,,,,,,0,Catherine Blanton,,0,0,,1951,,,0,,,0,,,,,,,,,,,065\E285.JPG                                                ,1,,,,,,0,,,,,english,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-285,book,,,,,,,,Dark brown cover with 2 musicians on the cover with a guitat and boy with book,,,Whittlesey House,,,,,,,,,,,,,,,,,mystery,,,,,,,,Trouble on old Smoky,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T11:01:35,Unknown,,false,,2A9CDD56-3515-4EC8-AED3-043002331947
E-277,0,,,Illustrated by Charles Livingston Bull,E-277,Horseman of the Plains,muecke,2024-01-26,,,,,,,,0,Joseph Altsheler,,0,0,,1926 reprint,"Boys Scout  adventure series.. 1 of 73 books     This is the only series of book  backed by the Boys Scouts.
EVERY BOYS LIBRARY: BOYS SCOUTS EDITION",,1917,,,0,,,,,,,,,,,065\E277.JPG                                                ,3,,,,,,0,,,,,,0,1926,,,,,,0,,,,,,,0,,2024-01-26,,,E-277,book,,,,,,,,This book is in very poor condition . The green cover has been taped with electrical many years ago. It has a faded red symbol with flags and fler de lis in it. The pages are torn and weak but inside the book. CAUTION USING FRAGILE,,,Grosset and Dunlap,,,,,,,,,,,,,,,,,boys scout adventure series,,,,,,,,The Horseman of the Plains,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T11:21:40,Unknown,,false,,9AA740A8-4D40-44F5-8020-762850374733
E-307,0,,,,E-307,Corporal Cameron,muecke,2024-01-26,,,,,,,,0,Ralph Connor ,,0,0,,copyw. 1912,,,0,,,0,,,,,,,,,,,065\E307.JPG                                                ,2,,,,,,0,,,,,english,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-307,book,,,,,,,,This is a dark brown covered book with black writing on it for the title.,,,Grosset and Dumlap,,new York,,,,,,,,,,,,,,,adventure,,,,,,,,Corporal  Cameran of the North West Mounted Police,Tale of the Mcleod trail,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T11:43:03,Unknown,,false,,BC700C7D-BFE5-4E7A-9AD0-744684815018
E-306,0,,,,E-306,How the Boy was Lost,muecke,2024-01-26,,,,,,,,0,Frank Cowgill,,0,0,,1912,,,0,,,0,,,,,,,,,,,065\E306.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-306,book,,,,,,,,small book in Dark green binding and brigh gold lettering for the title..121 pages,,,Jennings and graham,,Eaton and Mains,,,,,,,,,,,,,,,,,,,,,,,How the Boy was  Lost,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T11:46:44,Unknown,,false,,9FC9C086-8DDD-4169-9174-587555315663
E-314,0,,,,E-314,Prue and I,,2024-01-26,,,,,,,,0,George William Curtis,,0,0,,,,,0,,,0,,,,,,,,,,,065\E314.JPG                                                ,2,,,,,,0,,,,,english,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-314,book,,,,,,,,Dark red cover of a small book. It has no title on the cover just on the spone in gold letters,,,Mershon Co,,,,,,,,,,,,,,,,,,,,,,,,,Prue and I,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T11:53:07,Unknown,,false,,40FFC59B-716F-48D5-96D6-325461524121
E-288,0,,,,E-288,The Heir of Linne,,2024-01-26,,,,,,,,0,Robert Buchanan,,0,0,,,,,0,,,0,,,,,,,,,,,065\E288.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-288,book,,,,,,,,Olive green book cover with embossed flower and decor on the cover and the works CRESENT MOON. The cover is weak at the spine.,,,Munros and Sons,,New york,,,,,,,,,,,,,,,,,,,,,,,The Heir of Linne,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T11:57:34,Unknown,,false,,BA0E7737-914C-4041-8ADC-904182707369
E-290,0,,,,E-290,The fall of PomPeii,muecke,2024-01-26,,,,,,,,0,Lord Lyyton,,0,0,,,,,0,,,0,,,,,,,,,,,065\E290.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-290,book,,,,,,,,This has a rec cover with embossed shamrock in a circle on the cover surrounded by other embossed circles.The title is gold and on the spine,,,Hurst and Co,,,,,,,,,,,,,,,,,,,,,,,,,The last days of Pompeii,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T12:01:48,Unknown,,false,,EA7D3075-1181-4EC5-AA7C-363401622338
E-284,0,,,Illustrated by DENMAN FINK,E-284,The Barrier,muecke,2024-01-26,,,,,,,,0,Rex Beach,,0,0,,copyw: 1908,,,0,,,0,,,,,,,,,,,065\E284.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-284,book,,,,,,,,This is a green covered book with the title in black and a colorful badge type decor with trees.,,,A.L. Burt and co,,,,,,,,,,,,,,,,,,,,,,,,,The Barrier,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T12:05:26,Unknown,,false,,3497F5B3-484D-40BD-AD23-497720905770
E-309,0,,,,E-309,The spy,muecke,2024-01-26,,,,,,,,0,Cooper,,0,0,,copyw.1821,,,0,,,0,,,,,,,,,,,065\E309.JPG                                                ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-309,book,,,,,,,,This is a dakr green cover with a faded outdooe scene on the front and the auters name.The oages are worn and the spine is torn but attached.,,,unknown,,,,,,,,,,,,,,,,,spy stories   Revolutionary war era,,,,,,,,The Spy,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T12:11:01,Unknown,,false,,9FBB32CD-29EC-461D-9121-384504531052
E-296,0,,,Roselle Knott edition,E-296,When Knighthood was in Flower,muecke,2024-01-26,,,,,,,,0,Edwin Caskoden,,0,0,,,,,1898,,,0,,,,,,,,,,,065\E296-1.JPG                                              ,1,,,,,,0,,,,,,0,1901,,,,,,0,,,,,,,0,,2024-01-26,,,E-296,book,,,,,,,,This is a red book with the title and castle on the top half of the cover and on the spine.The spine is faded. ,,,Grosset & Dunlap 1898 and 1901 by Bowen-Merrill,,,,,,,,,,,,,,,,,,,,,,,,,When Knighthood was in Flower,"Rewritton  in modern english from Caskodens m,emoirs",,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T12:17:35,Unknown,,false,,19A5A1DA-6354-4793-9627-421340251314
E-341,0,,,Study of Provencial Life,E-341,Middlemarch,muecke,2024-01-26,,,,,,,,0,George Eliot,,0,0,,circa 1898,,,0,,,0,,,,,,,,,,,065\E341.JPG                                                ,3,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-341,book,,,,,,,,This book is dark red binder and has a gold clover and embossing on the cover. The title is on the spine but very hard to see,,,Geo.M.Hill Co,,Chicago,,,,,,,,,,,,,,,,,,,,,,,MiddleMarch,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T13:03:59,Unknown,,false,,E4C5D5C8-00A6-4C5E-9D2E-232141077787
E-340,0,,,,E-340,When the heart is young,,2024-01-26,,,,,,,,0,Nina Miller Elliot,,0,0,,copyw.1917,,,0,,,0,,,,,,,,,,,065\E340-1.JPG                                              ,2,,,,,,0,,,,,english,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-340,book,,,,,,,,This book is a dark red binder and black letters for the cover.,,,Thos.W.Jackson Co,,Chicago,,,,,,,,,,,,,,,love story,,,,,,,,When the heart is young,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T13:09:09,Unknown,,false,,A68F5809-B1CC-41F6-A077-131040959673
E-355,0,,,,E-355,The UP Trail,muecke,2024-01-26,,,,,,,,0,Zane Grey,,0,0,,1918,,,0,,,0,,,,,,,,,,,065\E355.JPG                                                ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-355,book,,,,,,,,This is a tan book with brown letteing for the title and a partial picture of a man on horseback.,,,Grosset and Dunlap,,,,,,,,,,,,,,,,,,,,,,,,,The U.P.Trail,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T13:12:25,Unknown,,false,,A06455D2-9E4B-46AE-A087-626628880494
E-346,0,,,,E-346,The Bungalow Boys,muecke,2024-01-26,,,,,,,,0,Dexter J Forrester,,0,0,,1912,,,0,,,0,,,,,,,,,,,065\E346.JPG                                                ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-346,book,,,,,,,,,,,Hurst and C0,,,,,,,The bungalow Boys,,,,,,,,,,,,,,,,,,Bungalow Boys on the Great Lakes,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T13:15:29,Unknown,,false,,DA27CF02-A632-40B6-85CD-104640474210
E-395,0,,,,E-395,Bungalow Boys,muecke,2024-01-26,,,,,,,,0,Dexter Forrester,,0,0,,1911,,,0,,,0,,,,,,,,,,,065\E395.JPG                                                ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-395,book,,,,,,,,This is a green book with a picture of a man and a moose in the forrest,,,Hurst and Co,,,,,,,,,,,,,,,,,boys adventures,,,,,,,,The Bungalow Boys,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T13:19:40,Unknown,,false,,8AB4C421-6398-4AC8-A929-894742052552
E-348,0,,,,E-348,The Little shepherd of Kingdomn Come,muecke,2024-01-26,,,,,,,,0,John Fox Jr,,0,0,,1903,,,0,,,0,,,,,,,,,,,065\E348-1.JPG                                              ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-348,book,,,,,,,,This is a red covered book with very faded lettering on the fron t that was white or grey. The spine is faded red.,,,Scibners& sons,,,,,,,,,,,,,,,,,,,,,,,,,The Little- Shepherd of Kingdom Come,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T13:24:44,Unknown,,false,,695F3FED-904E-42B1-A61A-180573772875
E-356,0,,,,E-356,ThenBlack Barque,muecke,2024-01-26,,,,,,,,0,T Jenkins Hains,,0,0,,1908,,,1905,,,0,,,,,,,,,,,065\E356.JPG                                                ,2,,,,,,0,,,,,,0,1908,,,,,,0,,,,,,,0,,2024-01-26,,,E-356,book,,,,,,,,This is a black book decorated with ship and skulls  and appears to be African American womens faces,,,Page,,Boston,,,,,,,,,,,,,,,,,,,,,,,The Black Barque,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T13:28:57,Unknown,,false,,FAAD959D-7D45-4185-802A-281774542548
E-362,0,,,,E-362,,,2024-01-26,,,,,,,,0,"Hawthorne,Nathaniel",,0,0,,copyw.1859,,,0,,,0,,,,,,,,,,,065\E362.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-362,book,,,,,,,,This is a plain red book cover with a small  gold title on the spine,,,W.B. Conkey,,,,,,,,,,,,,,,,,,,,,,,,,The Marble faun,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T13:38:52,Unknown,,false,,618782B6-59ED-413B-9C83-099563316680
,0,,,,E-354,The Light of the Western Stars,muecke,2024-01-26,,,,,,,,0,Zane Grey,,0,0,,Jan. 1914,,,0,,,0,,,,,,,,,,,065\E354.JPG                                                ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-354,book,,,,,,,,This is a green and grey book with a mountain scene and stars,,,Grosset and Dinlap,,,,,,,,,,,,,,,,,Romance,,,,,,,,The Light of the Western Stars,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T13:44:39,Unknown,,false,,725FAE90-58BE-4BB4-994D-152488593700
E-335,0,,,Ass. editor of thenIowa State registar,E-335,The valley and the Shadows,muecke,2024-01-26,,,,,,,,0,J.Dixon,,0,0,,1868,,,0,,,0,,,,,,,,,,,065\E335.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-335,book,,,,,,,,This is a faded tan book with faded title on the spine,,,Russel Bros.,,N.Y.,,,,,,,,,,,,,,,,,,,,,,,Valley of the Shadows,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T13:50:14,Unknown,,false,,9BF6BAC8-4373-497E-9D74-519955350429
E-012,0,,,,E-012,A Circle of trees,muecke,2024-01-26,,,,,,,,0,Dana Faralla,,0,0,,1955,,,0,,,0,,,,,,,,,,,065\E012.JPG                                                ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-012,book,,,,,,,,This book has a dust jacket on it with 2 people walking in the woods and black writing for the title. The book itself is yellow,,,J.B. Lipponcott CoThis book has a dust,,,,,,,,,,,,,,,,,,,,,,,,,A Circle of Trees,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T13:54:43,Unknown,,false,,8D75ACBE-4C81-41E1-BD65-919232316131
E-364,0,,,,E-364,yA Change of Air,,2024-01-26,,,,,,,,0,Anthony Hope,,0,0,,,,,0,,,0,,,,,,,,,,,065\E364.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-364,book,,,,,,,,This is a tan book with lots of red flowers on the cover. The title of the book and the gold writing decor are very faded on the spine,,,F.M. Lupton Co.,,,,,,,,,,,,,,,,,,,,,,,,,A Change of Air,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T15:16:52,Unknown,,false,,47BDDD9E-B07B-4287-9D18-840981125354
E-333,0,,,,E-333,Uncommercial Traveler,muecke,2024-01-26,,,,,,,,0,Charles Dickens,,0,0,,,,,1860,,,0,,,,,,,,,,,065\E333.JPG                                                ,2,,,,,,0,,,,,,0,1890,,,,,,0,,,,,,,0,,2024-01-26,,,E-333,book,,,,,,,,This book is in good condition .It is red with an embossed insignia of the author.. The spine is faded red and has black accents with gold writing,,,Books Inc,,,,,,,,,,,,,,,,,,,,,,,,,The uncommercial Traveler with illustrations,The Haunted house,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T14:24:35,Unknown,,false,,A62E0F5E-6822-4EF8-A8C2-147550642090
E-339,0,,,Oxford Edition,E-339,Twenty Years After,muecke,2024-01-26,,,,,,,,0,Alexander Dumas,,0,0,,unknown,,,0,,,0,,,,,,,,,,,065\E339.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-339,book,,,,,,,,This is a smaller bookm with red binding. It has nothing on the fron but has golden writing on the spine and a hallmark on the bottom of the spine,,,"Lovell,Coryell & Co",,,,,,,,,,,,,,,,,,,,,,,,,Twenty Years After,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T14:29:49,Unknown,,false,,963C8424-CA61-4E97-98E5-868710408539
E-337,0,,,,E-337,Hans Brinker,muecke,2024-01-26,,,,,,,,0,Mary Mapes Dodge,,0,0,,unknown,,,0,,,0,,,,,,,,,,,065\E337.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-337,book,,,,,,,,This is a faded blue book with the spine almost yellow from ligjht fading.The title is done with dark blue inkl,,,Grosset and Dunlap,,,,,,,,,,,,,,,,,,,,,,,,,Hans Brinker,or the Silver Skates: A story of Life in Holland,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T14:34:32,Unknown,,false,,5347939F-BA6D-4038-9B1B-445222302217
E-458,0,,,,E-458,Autobiography of Ben Franklin,muecke,2024-01-26,,,,,,,,0,Benjamin Franklin,,0,0,,,Autobiography of Bejamin Franklin,,0,,,0,,,,,,,,,,,065\E458.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-458,book,,,,,,,,"This is a small book. 6x4x1 in size. It has beautifl array of golds,greens, and purples and flowers on the front cover and spine. It is dirty and worn 303 pages.",,,W.B. Conkey and Co,,chicago,,,,,,,,,,,,,,,,,,,,,,,Autobiography of Ben. Franklin,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T14:54:38,Unknown,,false,,0A280134-ED59-40D9-9E9E-304010835120
E-433,0,,,,E-433,Character,muecke,2024-01-26,,,,,,,,0,D.Starke,,0,0,,1916,,,0,,,0,,,,,,,,,,,065\E433.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-433,book,,,,,,,,This is a grey book with dark blue letters and has 135 pages.,,,Funk & Wagnals,,,,,,,,,,,,,,,,,,,,,,,,,"Character, How to Strengthen It",Mental efficency series,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T14:58:19,Unknown,,false,,FEFF0876-2D9D-43D1-8E1A-242359871346
E-435,0,,,,E-435,False Witness,,2024-01-26,,,,,,,,0,Irving Stone,,0,0,,1940,,,0,,,0,,,,,,,,,,,065\E435.JPG                                                ,3,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-435,book,,,,,,,,275 page cook with a dirty blue cover and faded markings. The only way to see the title is on the spine,,,Book League of America/ Double day Co,,,,,,,,,,,,,,,,,,,,,,,,,"False Witness, a novel",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T15:02:28,Unknown,,false,,B2DA37AE-724B-4880-9827-294159364830
E-481,0,,,,E-481,Alexander Hamilton,muecke,2024-01-26,,,,,,,,0,David Loth,,0,0,,1939,,,0,,,0,,,,,,,,,,,065\E481.JPG                                                ,3,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-481,book,,,,,,,,This is a dark bluecovered book with a silver title on the spine,,,Carrik and Evans,,NY,,,,,,,,,,,,,,,,,,,,,,,ALEXANDER HAMILTON: portrait of a prodigy,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T15:07:11,Unknown,,false,,D8A38A6C-080E-4567-9216-831955638150
,0,,,,E-419,Scaramouche,muecke,2024-01-26,,,,,,,,0,Rafael Sabatini,,0,0,,1921,,,0,,,0,,,,,,,,,,,065\E419.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-419,book,,,,,,,,A very nice book. It is maroon in color with Gold lettering. 392 pages,,,Grosset and Dunlap,,,,,,,,,,,,,,,,,french revolution romance,,,,,,,,Scaramouche,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T15:23:38,Unknown,,false,,CB94AFCD-0BB6-4592-A4B7-801461343900
,0,,,from the last revised edition,E-421,Ivanhoe,muecke,2024-01-26,,,,,,,,0,Sir Walter Scott,,0,0,,,,,1771,,,0,,,,,,,,,,,065\E421.JPG                                                ,2,,,,,,0,,,,,,0,1832,,,,,,0,,,,,,,0,,2024-01-26,,,E-421,book,,,,,,,,this is a dark blue book with 445 pages and gold writing on the spine along with an Oxford edition insignia,,,"Lovell, John W.",,NY,,,,,,,,,,,,,,,romance,,,,,,,,Ivanhoe,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T15:30:42,Unknown,,false,,D7D1F1A6-C3B2-470B-8804-281011385720
,0,,,,E-418,Opening a Chestnut Burr,muecke,2024-01-26,,,,,,,,0,E.P. Roe,,0,0,,1885,,,0,,,0,,,,,,,,,,,065\E418.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-418,book,,,,,,,,This book is yellow with very colorful front cover with blue letters and red and blue desighn. it has 375 pages. it is a small book,,,"Dodd,Mead and Co.",,NY,,,,,,,,,,,,,,,,,,,,,,,Opening a Chestnut Burr,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T15:35:21,Unknown,,false,,7AE2C2A6-5CF7-4938-AB4D-935256095141
,0,,,,E-417,A Knight of the XIX Century,muecke,2024-01-26,,,,,,,,0,E.P. Roe,,0,0,,1877,,,0,,,0,,,,,,,,,,,065\E417.JPG                                                ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-417,book,,,,,,,,This is a small book thathas a red cover and white lettering on the cover with a emblem. It has 465 pages,,,"Dodd, mead and Co",,NY,,,,,,,,,,,,,,,,,,,,,,,A Knight of the XIX Century,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T15:39:39,Unknown,,false,,34A40097-6C0E-4DF3-B41E-191119501310
,0,,,,E-013,Storm Canvas,muecke,2024-01-26,,,,,,,,0,Armstrong Sperry,,0,0,,1944,,,0,,,0,,,,,,,,,,,065\E013.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-013,book,,,,,,,,This book is in poor condition. The cover is faded and torn loose The spine has white lettering,,,John Winston Co,,,,,,,,,,,,,,,,,,,,,,,,,Storm Canvas,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T15:44:49,Unknown,,false,,B8662EFD-2072-457E-BA23-887034110445
,0,,,,E-425,The Rope of Gold,muecke,2024-01-26,,,,,,,,0,Roy Snell,,0,0,,1929,,,0,,,0,,,,,,,,,,,065\E425.JPG                                                ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-425,book,,,,,,,,This is a red book with black lettering and has 278 pages,,,The Rielly and Lee Co.,,,,,,,,,,,,,,,,,mystery for boys,,,,,,,,The Rope of Gold,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T15:49:34,Unknown,,false,,4B08EAE7-119E-4050-8042-189741592242
,0,,,,E-438,Alice of Old Vincennes,muecke,2024-01-26,,,,,,,,0,Maurice Thompson,,0,0,,copyw.1900,,,0,,,0,,,,,,,,,,,065\E438.JPG                                                ,1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-26,,,E-438,book,,,,,,,,This has 420 pages and is  light blue cover with gold print and a city scene in gold and reds,,,Grosset and Dunlap,,NY,,,,,,,,,,,,,,,,,,,,,,, Alice of Old Vincenes,Ilustrated. by FC Yohn,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-26T15:54:18,Unknown,,false,,7C2009B7-16B6-4713-A798-395914364918
